,index,filename,label,class_encoding,weights,prediction,predicted_letter,raw_pred_ain,raw_pred_ale,raw_pred_bet,raw_pred_dal,raw_pred_gim,raw_pred_het,raw_pred_hey,raw_pred_kaf,raw_pred_kuf,raw_pred_lam,raw_pred_mem,raw_pred_nun,raw_pred_pey,raw_pred_rey,raw_pred_sam,raw_pred_shi,raw_pred_taf,raw_pred_tet,raw_pred_tza,raw_pred_vav,raw_pred_yud,raw_pred_zay
10,10,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\NewCut\sivan_tst\mem.JPG,mem,[12],1,12,pey,0.001829814,0.00050038483,1.8114235e-05,0.000823286,6.7546084e-06,0.0017716427,0.012756771,0.23502934,0.009080523,0.019656466,5.0029554e-05,0.00022492858,0.61749345,0.06671416,0.011863323,0.005444973,2.4573797e-06,0.006829835,0.000109094035,0.00010375969,0.0031622625,0.0065286267
11,11,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\NewCut\sivan_tst\nun.JPG,nun,[13],1,13,rey,0.0028759409,0.23312892,6.0147927e-06,0.00021455059,1.0822451e-06,0.00038364038,9.7087526e-05,0.000678971,0.0601463,0.004534012,5.409306e-06,1.3212413e-05,0.01105064,0.4486905,0.0077309767,0.0031157085,2.455394e-07,0.0087977685,3.4972502e-06,0.00013742108,0.1287928,0.08959533
12,12,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\NewCut\sivan_tst\pey.JPG,pey,[16],1,16,taf,0.046590973,6.43235e-05,0.0123369675,0.007986565,0.1452165,2.1777829e-05,0.0030037316,0.0001429932,5.6508056e-06,4.703758e-06,0.17441334,0.00051821565,7.5714997e-06,0.00015107471,2.2724451e-07,5.518849e-05,0.5848389,4.3239525e-05,0.024543243,6.3484836e-06,9.021809e-06,3.9384046e-05
13,13,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\NewCut\sivan_tst\rey.JPG,rey,[19],1,5,het,0.00014562364,0.00017714006,1.2621244e-06,1.199856e-07,7.2712646e-06,0.53834015,0.052300666,0.015035582,4.4241974e-06,0.06803508,3.129383e-07,1.21168405e-05,0.0011156481,6.519912e-05,0.06312851,0.0036097008,1.011117e-06,4.803467e-07,1.16475505e-07,0.2481594,0.0010087382,0.008851484
14,14,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\NewCut\sivan_tst\sam.JPG,sam,[14],1,14,sam,0.0005496079,0.00034567967,8.363657e-08,3.7419856e-08,1.9017858e-07,0.0011771527,1.1579907e-05,1.307446e-05,1.4510106e-06,0.01022946,1.2469902e-06,7.964151e-06,8.178555e-05,0.0004962837,0.98548687,0.00095751643,1.2135711e-08,1.6016131e-06,8.961986e-07,0.00023781112,4.0239097e-06,0.00039565825
15,15,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\NewCut\sivan_tst\shi.JPG,shi,[20],1,20,yud,9.462046e-05,0.0007503753,1.2882981e-08,1.0558009e-06,5.104001e-09,1.5870401e-06,1.1066672e-06,3.8674316e-05,0.00042057328,0.00085012236,4.750147e-08,2.87201e-06,0.00013787825,0.00036151812,6.863081e-06,0.00013834254,7.249632e-08,0.000761419,4.2638572e-07,0.00026569632,0.99274194,0.0034247471
16,16,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\NewCut\sivan_tst\taf.JPG,taf,[21],1,21,zay,0.010312197,0.00048533813,2.1597722e-05,1.3447572e-05,0.0005763555,0.00063384423,3.0067711e-05,0.0005711181,0.00051126024,0.024141338,0.00011532959,4.1054715e-05,0.012558202,0.013349066,0.0002751006,0.0005143148,0.00012297055,0.057765692,0.00017534752,0.0009438893,0.0007695961,0.8760729
17,17,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\NewCut\sivan_tst\tet.JPG,tet,[8],1,8,kuf,0.0021242667,0.055644546,1.2363188e-05,3.0379465e-06,4.117739e-07,1.7580936e-05,2.257341e-06,0.005065693,0.7180781,0.028771056,3.968592e-05,8.6398606e-05,0.010362001,0.020837678,0.06876311,0.081934616,1.1788574e-06,0.0052958108,2.9362222e-05,0.00057386555,0.0014036738,0.0009532827
18,18,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\NewCut\sivan_tst\tza.JPG,tza,[17],1,17,tet,7.280407e-06,5.0125195e-06,0.0030966783,0.00021235297,1.29708395e-08,0.00010507194,2.5218706e-05,0.010446014,0.00034036682,0.0022647204,7.81033e-07,0.091171764,1.1035081e-07,6.7478226e-08,5.6325245e-08,7.1281074e-06,2.3486676e-07,0.89139056,0.000850765,5.2623443e-05,1.8166364e-05,4.97005e-06
19,19,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\NewCut\sivan_tst\vav.JPG,vav,[5],1,5,het,7.241512e-05,1.35697765e-05,4.404067e-06,2.3490013e-06,2.0726156e-07,0.9157439,0.0060848733,0.072073154,0.00021967698,0.004346924,1.9106545e-07,9.469117e-05,8.895684e-05,3.313509e-05,6.523128e-05,0.0011346114,1.0523021e-06,4.7037393e-06,1.5481091e-06,8.139898e-06,5.72371e-06,4.2589247e-07
20,20,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\NewCut\sivan_tst\yud.JPG,yud,[9],1,8,kuf,0.00077828625,0.002201575,2.7073613e-06,1.44756805e-05,3.304623e-05,2.6699454e-05,1.489389e-06,0.003271582,0.7491083,0.2165248,0.00010205803,0.0051374584,0.0004385662,0.008335075,0.00049515464,0.004116092,8.701541e-07,0.0055963364,5.262947e-06,0.00067341316,0.000624773,0.00251185
21,21,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\NewCut\sivan_tst\zay.JPG,zay,[6],1,6,hey,5.1145842e-05,1.9783658e-06,5.2339212e-05,0.00045111778,4.7481822e-07,0.00074380403,0.9599564,1.114297e-05,5.5826245e-08,6.637034e-06,1.4023158e-07,0.000987923,5.155052e-07,3.0924678e-06,4.7040373e-08,1.6465541e-05,2.6306792e-05,4.968873e-05,0.034625,0.0029849955,2.173238e-05,8.9725445e-06
