,index,filename,label,class_encoding,hebrew,weights,prediction,predicted_letter,raw_pred_B,raw_pred_C,raw_pred_D,raw_pred_F,raw_pred_I,raw_pred_L,raw_pred_M,raw_pred_N,raw_pred_R,raw_pred_S,raw_pred_T,raw_pred_W,raw_pred_Z
10,35,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\B\B27.jpg,B,[0],ב,1.0,11,W,0.06731521,1.7977136e-05,0.003349145,0.0039348183,0.04018523,0.003965708,0.004659547,0.0032516986,7.901668e-05,0.0018742398,0.07086933,0.80042106,7.701274e-05
11,185,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L10.jpeg,L,[5],ל,1.0,4,I,0.003316133,0.010703985,0.2290405,0.12247713,0.27479246,0.23918013,0.013002661,0.011008073,0.025118675,0.0029285697,0.0016928746,0.05081598,0.015922835
12,405,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\Z\Z2.jpg,Z,[12],ז,1.0,2,D,0.00950843,0.0026568521,0.86968565,0.008043235,0.0041770777,0.04189203,0.002356337,0.018728064,0.018096635,0.0011467655,0.0014019086,0.005427077,0.016879892
13,251,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\N\N12.jpg,N,[7],נ,1.0,4,I,0.03539095,9.643524e-06,0.009581742,0.0045316406,0.6702896,0.00035911953,0.035499062,0.029342955,0.00031619042,0.123290814,0.06870614,0.015800508,0.0068816678
14,291,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R23.jpg,R,[8],ר,1.0,2,D,0.07110234,0.004679135,0.4508074,0.03469798,0.18222542,0.0036114391,0.00060469523,0.04078697,0.11374514,0.00850056,0.0014905174,0.050751638,0.03699678
15,372,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\W\W18.jpg,W,[11],ש,1.0,11,W,0.008315733,6.1063394e-05,0.0708462,0.020111308,0.035103537,0.007927334,7.307105e-05,0.000888443,0.003159523,0.00027662225,0.001047036,0.85166055,0.00052953046
16,226,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\M\M17.jpg,M,[6],מ,1.0,9,S,0.02411739,2.8420392e-05,0.015178235,0.007342621,0.31798744,0.00026925947,0.10587973,0.059439003,0.00013878198,0.40737796,0.048704416,0.0028574297,0.010679307
17,401,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\Z\Z16.jpg,Z,[12],ז,1.0,2,D,0.00512893,0.0033041986,0.525602,0.009077708,0.046307385,0.06595389,0.0018310292,0.025308039,0.009012534,0.0083638895,0.0030887173,0.012406038,0.28461564
18,143,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\F\F23.jpg,F,[3],ט,1.0,4,I,0.009478035,0.00096042885,0.018005263,0.0145959845,0.49093854,0.38162714,0.00046480834,0.0041409074,0.0009449091,0.007075008,0.004092471,0.06130227,0.0063742422
19,227,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\M\M18.jpg,M,[6],מ,1.0,6,M,0.0115274545,2.1624028e-06,0.0036618279,0.004352524,0.19569163,3.55184e-05,0.3491253,0.08213944,5.2217606e-06,0.10131645,0.23503463,0.016729647,0.000378207
20,293,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R25.jpg,R,[8],ר,1.0,2,D,0.06478712,0.001176019,0.32431096,0.05459138,0.07255948,0.0010498664,0.0018772256,0.0838184,0.08820459,0.013576923,0.0010442048,0.2901483,0.0028555237
21,369,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\W\W16.jpeg,W,[11],ש,1.0,11,W,0.27713072,9.160705e-05,0.025999328,0.005194436,0.25146934,0.001781913,0.0024915072,0.000736689,0.010064118,0.0017702013,0.0012643405,0.4214682,0.0005375159
22,246,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\M\M8.jpg,M,[6],מ,1.0,7,N,0.1175589,0.0011992195,0.08162949,0.1803178,0.1171426,0.013449492,0.076570444,0.27696484,0.00017900324,0.03261545,0.030151783,0.06861897,0.0036020374
23,61,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C20.jpg,C,[1],כ,1.0,1,C,0.0026503694,0.80784553,0.08582949,0.009336008,0.0020947054,0.05138015,0.00023778794,0.00560642,0.0036208334,0.013439217,0.0095782,0.0008430198,0.0075383475
24,309,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S10.jpeg,S,[9],ס,1.0,3,F,0.10074438,0.00046707573,0.022103043,0.29968205,0.048443094,0.00013411936,0.13037282,0.085740335,0.0014178628,0.040997252,0.010953895,0.25180215,0.007141944
25,319,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S2.jpg,S,[9],ס,1.0,2,D,0.14885461,0.0015802635,0.37826106,0.03694944,0.30135608,0.008207086,0.0008452393,0.004357532,0.0020911144,0.015010455,0.036044467,0.042381443,0.024061317
26,7,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\asl_alphabet_test\N_test.jpg,N,[7],נ,,7,N,0.007880507,0.0075974017,0.009607254,0.0064665545,0.080336064,0.03745825,0.22864039,0.5119505,0.0062572495,0.06521384,0.024238281,0.002638549,0.011715198
27,393,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\Z\Z1.jpg,Z,[12],ז,1.0,2,D,0.0010474859,0.0004767649,0.840483,0.0035032115,0.003866214,0.010347123,0.00035626607,0.0034890382,0.0043655294,0.0006115172,0.0003246151,0.0033924205,0.12773684
28,364,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\W\W11.jpg,W,[11],ש,1.0,11,W,0.17188127,6.385415e-05,0.2598566,0.021921623,0.11288458,0.0007714484,0.017970437,0.008968936,0.019223705,0.001859055,0.018459957,0.36540803,0.0007304899
29,322,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S22.jpg,S,[9],ס,1.0,4,I,0.019777503,3.9662205e-05,0.13795042,0.0037204106,0.52523804,0.00012906168,0.017757969,0.16057692,0.011718202,0.051435467,0.015312031,0.048370976,0.007973413
30,76,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C39.jpeg,C,[1],כ,1.0,5,L,0.0011743357,0.017105253,0.083209686,0.009016034,0.031817876,0.61069137,0.00011364973,0.009562481,0.0046873703,0.021653386,0.002440566,0.0021325776,0.20639546
31,15,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\B\B11.jpg,B,[0],ב,1.0,11,W,0.2081175,0.00024062594,0.03380611,0.03779494,0.26719108,0.005923834,0.09306053,0.017608551,0.0055897795,0.0018584861,0.022648847,0.30601585,0.00014384372
32,65,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C25.jpg,C,[1],כ,1.0,2,D,0.0010197404,0.17883652,0.7154825,0.047680795,0.00064445514,0.035903107,0.00029592228,0.01757424,0.00015749465,0.0009904029,0.0002973428,0.00049925584,0.0006182865
33,304,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R8.jpeg,R,[8],ר,1.0,2,D,0.1409953,0.0046587754,0.35973287,0.075419515,0.07084031,0.0037928205,0.026474986,0.054574862,0.09020215,0.0033743053,0.0031588334,0.16444173,0.0023334823
34,341,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T16.jpg,T,[10],ת,1.0,9,S,0.001619507,7.357536e-05,0.009505999,0.008094791,0.38745433,0.0019654431,0.0023827676,0.029458953,0.0017088553,0.42780137,0.02811778,0.00050664943,0.1013101
35,38,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\B\B3.jpeg,B,[0],ב,1.0,0,B,0.38446042,0.0001532616,0.21344073,0.032662097,0.15400344,0.00032936616,0.002546962,0.0012583811,0.0028775139,0.002757628,0.02668786,0.17767833,0.0011439887
36,307,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R9.jpg,R,[8],ר,1.0,2,D,0.005182142,0.007992341,0.51356834,0.25567693,0.012611977,0.012063546,0.0003009182,0.0098881405,0.01616236,0.00015470116,0.000322551,0.15990539,0.0061706244
37,165,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I16.jpg,I,[4],י,1.0,2,D,0.0047677862,5.3593394e-05,0.40693435,0.0073590116,0.07829651,0.00152472,5.5133503e-05,0.0065449965,0.0013529356,0.0015033914,0.0015581157,0.29679593,0.19325352
38,93,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D11.jpeg,D,[2],ו,1.0,2,D,0.08960146,2.2198481e-05,0.310509,0.024667123,0.2968462,0.00066758174,0.012928689,0.074742876,0.0015791272,0.0051158746,0.018100256,0.1567377,0.008481879
39,347,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T22.jpg,T,[10],ת,1.0,7,N,0.037208207,0.0014378923,0.14414747,0.035891745,0.17858382,0.0022396857,0.043523,0.46411353,0.0010464636,0.02813066,0.028642112,0.017881064,0.017154342
40,159,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I10.jpeg,I,[4],י,1.0,4,I,0.118428215,0.00035933565,0.17196304,0.068755016,0.30477077,9.622959e-05,0.0071772668,0.030081192,0.0027682513,0.030511174,0.01042307,0.24111216,0.013554305
41,198,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L2.jpeg,L,[5],ל,1.0,5,L,0.001731056,0.008247639,0.023148589,0.017423136,0.3640056,0.5260107,0.00029285127,0.0016804929,0.0015495281,0.0031080423,0.0011980194,0.026084255,0.02552003
42,118,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D3.jpeg,D,[2],ו,1.0,2,D,0.059341323,0.00090714486,0.7059939,0.032255232,0.015914628,0.00093504635,0.0013322433,0.014952936,0.023170823,0.00064987584,0.00026619545,0.13784729,0.006433446
43,348,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T23.jpg,T,[10],ת,1.0,4,I,0.31012642,0.00024887233,0.020298623,0.03062479,0.45470703,0.0003620762,0.017824495,0.026123203,0.0012341053,0.0664232,0.02528614,0.038426545,0.008314521
44,158,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I1.jpg,I,[4],י,1.0,2,D,0.0031727115,0.00018478697,0.39705124,0.008872364,0.32988513,0.057779346,0.00032386155,0.017772457,0.0065954695,0.0047800867,0.009263672,0.135154,0.029164951
45,320,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S20.jpg,S,[9],ס,1.0,7,N,0.10117273,0.000107177606,0.05974794,0.035166442,0.16474152,5.4501663e-05,0.1404633,0.38984066,0.0012251962,0.07888945,0.013877729,0.010443051,0.004270305
46,20,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\B\B14.jpg,B,[0],ב,1.0,11,W,0.21824211,0.00093621365,0.02736079,0.09226635,0.20072985,0.01214405,0.010323783,0.03776921,0.005944841,0.004013803,0.010475607,0.3793042,0.0004892934
47,395,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\Z\Z11.jpeg,Z,[12],ז,1.0,2,D,0.008815299,0.033092353,0.68725216,0.014069772,0.02013432,0.042313028,0.02286882,0.066304035,0.003980337,0.008944893,0.0032630342,0.002162111,0.086799815
48,266,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\N\N5.jpg,N,[7],נ,1.0,4,I,0.10192052,0.00018651632,0.12997632,0.039072424,0.3979715,0.0013955571,0.011645583,0.0075306743,0.0032008786,0.026731947,0.15089345,0.12517378,0.004300903
49,114,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D24.jpg,D,[2],ו,1.0,11,W,0.11288884,0.0014445,0.2076479,0.008984975,0.2269869,0.06551999,0.014885735,0.025297875,0.008651914,0.0018884697,0.003319962,0.3168101,0.0056728483
50,239,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\M\M4.jpg,M,[6],מ,1.0,4,I,0.21292254,0.0011010227,0.16029616,0.060146235,0.29841632,0.005261007,0.047286294,0.023332369,0.0012413783,0.014405214,0.05635731,0.118450634,0.00078358926
51,242,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\M\M6.jpg,M,[6],מ,1.0,4,I,0.033177167,0.0039400766,0.06326892,0.060932294,0.30612597,0.00967856,0.11591275,0.06268519,0.002001523,0.17179006,0.114253744,0.009457149,0.046776656
52,123,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D7.jpg,D,[2],ו,1.0,2,D,0.006377324,0.024894048,0.58693856,0.01582852,0.06286608,0.08925183,0.001000046,0.015541759,0.10626625,0.0015686218,0.000109107525,0.077248685,0.012109173
53,8,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\asl_alphabet_test\R_test.jpg,R,[8],ר,,8,R,0.018098252,0.0015419567,0.0092451535,0.0107644675,0.21341228,0.03993225,0.0047404226,0.0043429267,0.56858367,0.0176731,0.02627568,0.054862577,0.030527268
54,302,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R7.jpeg,R,[8],ר,1.0,2,D,0.066175826,0.0020420742,0.35990807,0.17853476,0.019139403,0.0021056272,0.0030925502,0.033101857,0.17161106,0.0005008787,0.00077078654,0.15410605,0.008911083
55,106,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D18.jpg,D,[2],ו,1.0,11,W,0.023252528,0.0007355377,0.37562415,0.098255545,0.04665961,0.0037021064,0.00096900226,0.011682078,0.008255981,0.0012343797,0.0010807079,0.41275334,0.015795054
56,149,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\F\F5.jpg,F,[3],ט,1.0,11,W,0.16495225,0.00015707794,0.034227364,0.055226568,0.023396742,0.011051414,0.012890112,0.0025107556,0.0081855925,0.010790236,0.044345073,0.6320756,0.00019122247
57,371,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\W\W17.jpg,W,[11],ש,1.0,11,W,0.104746446,3.890714e-05,0.10247137,0.024522403,0.02582468,0.0004447008,0.0008686359,0.003850298,0.00027926915,0.00067884644,0.0064252587,0.72885114,0.000998099
58,120,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D4.jpg,D,[2],ו,1.0,2,D,0.1307027,0.007243101,0.28766486,0.20076245,0.08126167,0.0077364054,0.047433816,0.119725734,0.059993155,0.01604615,0.006602431,0.028710624,0.006116874
59,137,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\F\F19.jpg,F,[3],ט,1.0,11,W,0.14369807,0.00036433717,0.3001753,0.13826251,0.021942541,0.008860016,0.0012424573,0.0026073128,0.00027605423,0.00065489823,0.004072278,0.37683988,0.0010043045
60,329,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S6.jpeg,S,[9],ס,1.0,10,T,0.022288041,4.8841557e-05,0.22705911,0.022482852,0.19844438,0.00039565438,0.045590628,0.15747124,0.00056961,0.038609605,0.25018257,0.028477134,0.008380341
61,327,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S4.jpg,S,[9],ס,1.0,2,D,0.23315522,0.0002775461,0.4372681,0.02054552,0.07927295,0.012325082,0.003331114,0.007296306,0.00020170037,0.054168336,0.13762033,0.009403279,0.005134528
62,75,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C38.jpeg,C,[1],כ,1.0,2,D,0.024410333,0.112528056,0.531802,0.18293193,0.014472481,0.0008187851,0.0023706865,0.105865926,0.010144221,0.0044426685,0.00016216483,0.004276808,0.005773936
63,360,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T9.jpeg,T,[10],ת,1.0,4,I,0.07669838,0.00036768202,0.07313954,0.08140179,0.3640898,0.0001099267,0.04458413,0.010576826,0.0018922245,0.024209535,0.024653245,0.273732,0.024544943
64,396,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\Z\Z11.jpg,Z,[12],ז,1.0,2,D,0.011824694,0.0013813734,0.35337368,0.007477404,0.2093955,0.014159172,0.00994803,0.050632045,0.17758243,0.051040035,0.016248204,0.008136114,0.08880135
65,170,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I2.jpg,I,[4],י,1.0,2,D,0.0011808763,0.00040300272,0.9216532,0.028132234,0.016409574,0.013525458,0.00019947406,0.0023027435,0.00013527721,0.0015031906,0.0012412878,0.010786274,0.0025274786
66,66,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C26.jpg,C,[1],כ,1.0,1,C,0.0033104504,0.56539536,0.21349919,0.058731724,0.009978112,0.014305013,0.0011189122,0.056917503,0.0034019274,0.010305053,0.00018178746,0.01895508,0.043899912
67,1,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\asl_alphabet_test\C_test.jpg,C,[1],כ,,1,C,8.116808e-06,0.999413,0.00027874883,2.5818199e-05,6.868841e-06,0.00015713078,5.6874787e-06,1.30663075e-05,1.6365901e-06,4.7054054e-06,3.08733e-05,1.1076237e-06,5.325771e-05
68,12,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\asl_alphabet_test\Z_test.jpg,Z,[12],ז,,12,Z,0.0043803668,0.00012882719,0.0757449,0.006546076,0.17678584,0.025043325,0.0006157512,0.00027651968,0.09385135,0.0033611197,0.021046484,0.045546457,0.54667294
69,334,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T1.jpg,T,[10],ת,1.0,11,W,0.016581116,0.0005827886,0.11468904,0.03259376,0.19215798,0.06352082,0.0028545877,0.06800799,0.00084047514,0.026906786,0.22154398,0.24937679,0.01034392
70,200,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L20.jpg,L,[5],ל,1.0,2,D,0.0008771488,0.014523977,0.7512128,0.016353248,0.09127725,0.04729587,0.0012396943,0.0034875483,0.0008942708,0.0057167346,0.03301516,0.0011718663,0.032934375
71,287,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R2.jpeg,R,[8],ר,1.0,8,R,0.005152403,0.0019644946,0.04354556,0.0076046046,0.3518894,0.0039978246,0.011224513,0.045852367,0.5052125,0.0052946387,0.003746258,0.012011371,0.0025041047
72,160,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I10.jpg,I,[4],י,1.0,3,F,0.064108826,0.008097369,0.32930908,0.3919804,0.07575966,0.008710954,0.0038505886,0.010445583,0.0045166067,0.0039463225,0.00037140332,0.097669095,0.0012340964
73,211,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L7.jpeg,L,[5],ל,1.0,5,L,0.0027719012,0.037836935,0.07214588,0.009214377,0.055578277,0.7406636,0.008038075,0.025350202,0.020593654,0.0031966087,0.011400916,0.004747295,0.008462339
74,215,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L9.jpg,L,[5],ל,1.0,5,L,0.0021792075,0.019198379,0.032934107,0.027015077,0.06739025,0.6073553,0.051458303,0.12398968,0.003779648,0.007838133,0.031992216,0.0036057984,0.021263879
75,346,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T21.jpg,T,[10],ת,1.0,4,I,0.06498325,0.0001317142,0.015245802,0.0152390255,0.8173332,0.0003979677,0.028789725,0.019911578,0.00012653322,0.018143352,0.013411557,0.005164865,0.0011214302
76,152,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\F\F7.jpg,F,[3],ט,1.0,3,F,0.26758748,0.0042323065,0.04687367,0.26825935,0.061880056,0.058908895,0.12204015,0.002995026,0.0030041642,0.018102955,0.090369254,0.054982934,0.00076375995
77,14,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\B\B10.jpg,B,[0],ב,1.0,4,I,0.20703375,0.0004843256,0.05092041,0.11297372,0.2887952,0.012724951,0.23158345,0.02562619,0.0028636472,0.0041375216,0.0266399,0.035849985,0.00036695285
78,205,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L4.jpeg,L,[5],ל,1.0,5,L,0.0010714709,0.00170415,0.10116453,0.0027698146,0.009161019,0.7778323,0.00069292897,0.00434633,0.0007109098,4.191683e-05,0.0012163185,0.08890637,0.010381923
79,179,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I7.jpeg,I,[4],י,1.0,7,N,0.0076678735,0.002265587,0.13761444,0.0028851253,0.11681981,0.0043637524,0.01187829,0.59783185,0.0052258964,0.033560496,0.0032670344,0.00395638,0.07266342
80,104,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D17.jpg,D,[2],ו,1.0,2,D,0.020611802,0.0012976085,0.5740126,0.09836706,0.06363969,0.0052922536,0.0021987704,0.03568514,0.008232158,0.00017191078,7.470323e-05,0.18224028,0.008176028
81,250,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\N\N11.jpg,N,[7],נ,1.0,7,N,0.056147978,0.000105020124,0.010006046,0.07304516,0.043886147,0.0016260919,0.12582883,0.64414805,0.003288308,0.005137134,0.010532846,0.024361044,0.0018873118
82,87,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C8.jpg,C,[1],כ,1.0,7,N,0.106870845,0.104212694,0.03181457,0.045598853,0.0026646885,0.03110607,0.15284285,0.49280694,0.00059083756,0.008601811,0.0066859773,0.01439427,0.0018095816
83,109,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D2.jpg,D,[2],ו,1.0,3,F,0.012796641,0.00028407705,0.24472877,0.3199609,0.19066276,0.0677744,0.0028544508,0.020225266,0.013541631,0.012858082,0.0056348196,0.10636721,0.002311005
84,176,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I5.jpeg,I,[4],י,1.0,4,I,0.030946277,6.7210545e-05,0.00305273,0.006851675,0.6443426,0.017412612,0.057034902,0.017954266,0.00045413894,0.018735645,0.16564748,0.03503945,0.0024610814
