,index,filename,label,class_encoding,hebrew,weights,prediction,predicted_letter,raw_pred_B,raw_pred_C,raw_pred_D,raw_pred_F,raw_pred_I,raw_pred_L,raw_pred_M,raw_pred_N,raw_pred_R,raw_pred_S,raw_pred_T,raw_pred_W,raw_pred_Z
22,246,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\M\M8.jpg,M,[6],מ,1.0,6,M,0.023567066,0.00022596036,0.016524617,0.014282355,0.010084433,0.0025484005,0.8348568,0.066091806,1.8004594e-05,0.02074813,0.007592148,0.0029820416,0.00047821895
23,61,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C20.jpg,C,[1],כ,1.0,1,C,0.00020933725,0.9681139,0.0032096724,0.004062304,0.0019428818,0.00409824,0.00029005477,0.00058088044,0.009071359,0.002198006,0.0044852216,0.0007951231,0.0009430433
24,309,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S10.jpeg,S,[9],ס,1.0,11,W,0.06312141,0.0002985192,0.10283271,0.19781435,0.041488446,9.212768e-06,0.20858541,0.110875964,5.861538e-05,0.024687065,0.00055347115,0.2474756,0.0021992007
25,319,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S2.jpg,S,[9],ס,1.0,2,D,0.17217664,0.013918006,0.610019,0.0264483,0.14291318,0.001902871,0.0022599266,0.00029782695,0.00041728397,0.008530297,0.005724524,0.014325236,0.0010668288
26,7,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\asl_alphabet_test\N_test.jpg,N,[7],נ,,7,N,0.002306709,0.0003373965,0.0010547693,0.0027341382,0.001419733,0.0077441945,0.061899196,0.9017444,0.00046934688,0.011508166,0.0033410823,0.001012592,0.004428322
27,393,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\Z\Z1.jpg,Z,[12],ז,1.0,2,D,0.0003869436,0.0008346969,0.8885172,0.0025535915,0.000245936,0.009559006,0.0005760202,0.0009585795,0.0031281696,0.0011017511,0.0001671648,8.036519e-05,0.091890566
28,364,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\W\W11.jpg,W,[11],ש,1.0,11,W,0.039484244,8.683124e-05,0.25797933,0.031979315,0.06999668,3.3958877e-05,0.003919268,0.0010385556,0.0050160624,0.0014077082,0.0028444242,0.5859561,0.00025751363
29,322,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S22.jpg,S,[9],ס,1.0,6,M,0.0070547075,8.261006e-05,0.16824968,0.0023736414,0.17134975,4.316213e-05,0.20416561,0.14846867,0.0047473907,0.14939028,0.054561734,0.08475394,0.004758832
30,76,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C39.jpeg,C,[1],כ,1.0,5,L,0.0014352066,0.06592289,0.022990951,0.019008828,0.0025218367,0.58405787,0.0019938292,0.0015444439,0.024770742,0.0020508752,0.008407938,0.00027944765,0.26501518
31,15,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\B\B11.jpg,B,[0],ב,1.0,6,M,0.17244405,6.411701e-05,0.03405152,0.050829064,0.14953685,0.000926038,0.31602496,0.0028120065,0.0019560293,0.004653917,0.023139969,0.24351421,4.7345045e-05
32,65,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C25.jpg,C,[1],כ,1.0,1,C,3.7775604e-05,0.8116566,0.16635571,0.008424682,0.0007472397,0.0035292862,0.00015203416,0.001937797,0.0006748598,0.00048288255,0.00010842381,0.0003844431,0.0055083395
33,304,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R8.jpeg,R,[8],ר,1.0,11,W,0.044509765,0.0012327157,0.023785736,0.06672257,0.013328892,0.00046115043,0.1491308,0.026207322,0.0159671,0.0014388012,0.0004923211,0.6564225,0.00030035243
34,341,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T16.jpg,T,[10],ת,1.0,4,I,1.1714063e-05,2.1065938e-05,0.00044476747,0.00031296094,0.77978,6.3832216e-05,1.898099e-05,0.0006748777,2.4616646e-05,0.20353033,0.0009546426,1.3746596e-06,0.014160879
35,38,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\B\B3.jpeg,B,[0],ב,1.0,0,B,0.8543724,0.00010458618,0.042781547,0.020715162,0.010077744,6.327464e-06,0.0174834,7.543923e-05,4.0622155e-05,0.00022752817,0.0075018276,0.04640826,0.00020518714
36,307,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R9.jpg,R,[8],ר,1.0,3,F,0.022594603,0.036441766,0.28032744,0.3203618,0.060572784,0.0035726058,0.002249313,0.019837003,0.06061093,0.001927609,0.00023992077,0.18577309,0.0054911477
37,165,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I16.jpg,I,[4],י,1.0,12,Z,0.0015086428,0.00011850081,0.21539336,0.0009185472,0.06749675,0.00012381987,0.00020675403,0.00072572374,0.004775804,0.0028902583,0.00012820802,0.06812094,0.6375927
38,93,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D11.jpeg,D,[2],ו,1.0,4,I,0.02178643,3.939875e-05,0.1715244,0.0008840004,0.7378972,0.00019241609,0.009681967,0.02028482,0.002114621,0.0011253566,0.000884762,0.016950995,0.01663372
39,347,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T22.jpg,T,[10],ת,1.0,6,M,0.011817853,0.0011572517,0.10869734,0.0009637145,0.06977497,0.0026512374,0.56811273,0.13169587,0.0004373053,0.06736119,0.027885646,0.0039533814,0.0054915044
40,159,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I10.jpeg,I,[4],י,1.0,2,D,0.1878973,0.00022252681,0.2294946,0.19480275,0.11258185,8.339604e-06,0.067328595,0.01946017,0.004556644,0.006375932,0.0017531456,0.16300197,0.012516228
41,198,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L2.jpeg,L,[5],ל,1.0,4,I,0.00042778646,0.014408507,0.034129646,0.014969037,0.54611015,0.32539964,0.0009230812,0.0025539452,0.0054398,0.0011037957,0.006384897,0.019245941,0.028903814
42,118,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D3.jpeg,D,[2],ו,1.0,2,D,0.038899474,0.0075188437,0.6279183,0.026392464,0.01877104,0.0004964784,0.009220093,0.030326458,0.046342034,0.001034157,3.7546448e-05,0.18677543,0.0062677227
43,348,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T23.jpg,T,[10],ת,1.0,0,B,0.40611142,0.00029519503,0.07076279,0.012273388,0.3623538,0.00020828337,0.043793928,0.01680186,0.0001961844,0.07465615,0.0041920277,0.00498174,0.0033731824
44,158,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I1.jpg,I,[4],י,1.0,4,I,0.00037952405,0.00013761471,0.10305221,0.00035503373,0.8318529,0.0016158663,0.00018570556,0.0024886283,0.0024057918,0.0031119068,0.00030759367,0.04629213,0.007814967
45,320,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S20.jpg,S,[9],ס,1.0,9,S,0.0018265657,5.1254712e-05,0.020598585,0.0089983735,0.018526398,6.2816194e-05,0.16764091,0.038054433,0.00014832923,0.5373201,0.20394106,0.00080086145,0.0020303943
46,20,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\B\B14.jpg,B,[0],ב,1.0,6,M,0.102474645,4.7992307e-05,0.013393665,0.033628,0.026615312,0.0114309555,0.7324202,0.009347468,0.0018701104,0.0073977285,0.0064853104,0.054732144,0.00015657763
47,395,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\Z\Z11.jpeg,Z,[12],ז,1.0,1,C,0.0032300004,0.30672508,0.07492905,0.019058779,0.044283934,0.0121607,0.06977084,0.01593559,0.052643657,0.118091784,0.0017008361,0.0012486343,0.28022113
48,266,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\N\N5.jpg,N,[7],נ,1.0,4,I,0.056199294,0.00015290006,0.17575546,0.008596272,0.5518695,0.00013758862,0.080583714,0.0028375424,0.0004950619,0.05972223,0.0034184265,0.05996178,0.00027027217
49,114,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D24.jpg,D,[2],ו,1.0,11,W,0.13086052,0.004171877,0.07448631,0.00628909,0.18123353,0.18917678,0.033576697,0.16075444,0.008587172,0.0027415513,0.006285835,0.19325016,0.008585948
50,239,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\M\M4.jpg,M,[6],מ,1.0,0,B,0.31185788,0.0014696378,0.13466033,0.024405494,0.065299034,0.0003921554,0.21695903,0.016509986,0.00053607445,0.025342666,0.020016164,0.18165821,0.0008933761
51,242,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\M\M6.jpg,M,[6],מ,1.0,6,M,0.0089601,0.00015753711,0.00864746,0.0005988646,0.09921575,0.00039859096,0.692437,0.00914922,6.77975e-05,0.15240932,0.025586274,0.00087482913,0.0014974248
52,123,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D7.jpg,D,[2],ו,1.0,4,I,0.004329911,0.025188511,0.33170304,0.033760604,0.41074234,0.058250867,0.0044391085,0.033197757,0.051020373,0.0017106065,0.00014872149,0.031787813,0.013720382
53,8,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\asl_alphabet_test\R_test.jpg,R,[8],ר,,8,R,0.017642768,0.0012404335,0.0061091245,0.016123138,0.059383716,0.012635756,0.004006485,0.011453393,0.70640814,0.030973006,0.030333761,0.04977284,0.05391739
54,302,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R7.jpeg,R,[8],ר,1.0,2,D,0.0877189,0.008777193,0.27635053,0.09483357,0.14448938,0.0013122674,0.0042723017,0.02602708,0.11625683,0.0005411375,0.0004223339,0.23433289,0.0046656467
55,106,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D18.jpg,D,[2],ו,1.0,2,D,0.06808316,0.000509332,0.5678396,0.013356606,0.09216478,0.0032242448,0.0074173794,0.003657374,0.014305591,0.00075317436,0.00020218162,0.21681082,0.011675777
56,149,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\F\F5.jpg,F,[3],ט,1.0,11,W,0.17177486,0.00018690612,0.0908731,0.03851521,0.006146376,0.0006778591,0.008767382,0.00080400705,0.0036348882,0.0019848465,0.0013669448,0.6752206,4.7020538e-05
57,371,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\W\W17.jpg,W,[11],ש,1.0,11,W,0.19969493,4.288644e-05,0.15042847,0.008742319,0.043334685,0.00016135993,0.006392115,0.0001448782,0.0001330965,0.00015211655,0.001222777,0.58828884,0.001261476
58,120,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D4.jpg,D,[2],ו,1.0,2,D,0.055994276,0.011897947,0.4415481,0.07520337,0.08207793,0.0015408889,0.099819824,0.069343664,0.010282262,0.092049606,0.0016213745,0.050904483,0.0077161915
59,137,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\F\F19.jpg,F,[3],ט,1.0,0,B,0.462464,0.00044614,0.07375022,0.23846313,0.0019241018,0.004852138,0.007662897,0.0002213331,0.0005433695,7.57375e-05,0.0019442424,0.20736785,0.0002848089
60,329,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S6.jpeg,S,[9],ס,1.0,4,I,0.03496823,0.0001504507,0.24633077,0.017418945,0.32607764,7.344741e-05,0.15632066,0.028869467,0.00011746112,0.03808625,0.138893,0.0021943257,0.010499392
61,327,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S4.jpg,S,[9],ס,1.0,2,D,0.36598775,0.00035422662,0.36810988,0.0006915867,0.043513294,0.0010513837,0.11385979,0.00029836173,0.00017331533,0.05604992,0.035980858,0.011998854,0.001930795
62,75,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C38.jpeg,C,[1],כ,1.0,1,C,0.011568188,0.39615774,0.14162984,0.16995624,0.06048105,0.0006204729,0.033151705,0.14404441,0.023926614,0.011002249,0.0001518215,0.00068900903,0.006620678
63,360,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T9.jpeg,T,[10],ת,1.0,4,I,0.08468125,0.00038563352,0.13265383,0.13366869,0.30337578,2.5977133e-05,0.18077083,0.0069622146,0.00060940895,0.0064332983,0.0056856642,0.14224735,0.0025000996
64,396,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\Z\Z11.jpg,Z,[12],ז,1.0,12,Z,0.0026246633,0.02016079,0.055702344,0.0019440134,0.032859985,0.0043886253,0.004720204,0.032969825,0.32980043,0.0812279,0.005542745,0.00063582766,0.42742264
65,170,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I2.jpg,I,[4],י,1.0,4,I,0.0017750213,0.008732759,0.3826558,0.016541636,0.55872947,0.011894726,0.00019980782,0.0049548433,0.00013112792,0.0050461893,0.0015514927,0.003896712,0.0038904257
66,66,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C26.jpg,C,[1],כ,1.0,1,C,6.633869e-05,0.97303945,0.0053161522,0.001298965,0.002500172,0.0009981106,0.00018385935,0.0084917275,0.0011865672,0.0010274604,2.474717e-05,0.00060901034,0.005257538
67,1,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\asl_alphabet_test\C_test.jpg,C,[1],כ,,1,C,1.7352036e-06,0.99995744,1.4814443e-05,2.1184098e-06,3.9991747e-07,5.1610555e-06,4.162183e-08,1.9663379e-07,1.9675817e-07,1.4846589e-07,2.0911277e-06,1.8528077e-08,1.5527135e-05
68,12,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\asl_alphabet_test\Z_test.jpg,Z,[12],ז,,12,Z,2.5021807e-05,4.0934874e-06,0.0023155308,0.0001706356,0.044251956,0.0009805439,6.2987683e-06,1.9913405e-05,0.00941807,0.0006400376,0.0018459252,0.00030454702,0.9400174
69,334,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T1.jpg,T,[10],ת,1.0,10,T,0.0054874434,0.0005147766,0.019096728,0.04295615,0.030741613,0.14866924,0.013912858,0.009371763,0.00025308502,0.01404677,0.70756656,0.0016179446,0.005765008
70,200,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L20.jpg,L,[5],ל,1.0,12,Z,3.1881813e-05,0.023656953,0.34925777,0.00991026,0.032743517,0.013910756,0.0107355565,0.017551303,0.0014857509,0.0030748313,0.0035574904,3.162761e-05,0.5340523
71,287,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R2.jpeg,R,[8],ר,1.0,4,I,0.0008923747,0.00060682604,0.004181481,0.0017004028,0.56881,7.565649e-05,0.0015783635,0.0006806118,0.41744828,0.00041865444,0.00042998474,0.0027782812,0.00039901363
72,160,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I10.jpg,I,[4],י,1.0,4,I,0.007427052,0.054693162,0.17341222,0.27961093,0.3060727,0.006250235,0.015977088,0.042887803,0.009612718,0.010451883,0.0018836623,0.09014372,0.0015767342
73,211,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L7.jpeg,L,[5],ל,1.0,5,L,0.0019134734,0.027327223,0.019211192,0.0022298098,0.032126628,0.8524375,0.029948013,0.016803555,0.011726696,0.0016190162,0.0020830417,0.0006218546,0.0019519298
74,215,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L9.jpg,L,[5],ל,1.0,5,L,0.00093871856,0.010423213,0.0149572315,0.013509608,0.041532207,0.46777472,0.22707623,0.15832426,0.0017545634,0.011532541,0.03357744,0.007826528,0.01077273
75,346,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T21.jpg,T,[10],ת,1.0,6,M,0.0024679436,1.8482458e-05,0.0027391436,0.00080011564,0.3089209,4.8419213e-05,0.59025764,0.003118191,4.790788e-06,0.062790334,0.027307536,0.0011566209,0.0003698533
76,152,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\F\F7.jpg,F,[3],ט,1.0,6,M,0.19188309,0.00036374448,0.34639418,0.03513228,0.022152655,0.0010276791,0.35958305,0.0015172941,0.00037854692,0.009395104,0.006297712,0.025834909,3.9731443e-05
77,14,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\B\B10.jpg,B,[0],ב,1.0,6,M,0.16604297,9.622156e-05,0.013921071,0.020855844,0.025294892,0.0015334493,0.7012663,0.0070979893,0.00022267477,0.010726851,0.0074421833,0.045412365,8.7154636e-05
78,205,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L4.jpeg,L,[5],ל,1.0,5,L,0.0005539526,0.0019140227,0.08821325,0.009660571,0.0021527184,0.8288518,0.03635486,0.00498926,0.0009785877,5.4614324e-05,0.0021633648,0.0152853085,0.008827689
79,179,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I7.jpeg,I,[4],י,1.0,7,N,0.014368203,0.05031614,0.013676595,0.037310697,0.22044905,0.020950308,0.0678578,0.38975745,0.0048559327,0.026846932,0.01524983,0.009133086,0.129228
80,104,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D17.jpg,D,[2],ו,1.0,2,D,0.041252136,0.00026619056,0.37037295,0.022590632,0.21901517,0.0035413145,0.0098256245,0.043323,0.0107867755,0.00031408764,7.538322e-06,0.21186462,0.06683994
81,250,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\N\N11.jpg,N,[7],נ,1.0,6,M,0.013179401,4.4430493e-05,0.0016267685,0.009385448,0.01152335,0.0001710564,0.85089326,0.06188484,0.00023173832,0.020493265,0.023841893,0.0063880105,0.00033661438
82,87,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C8.jpg,C,[1],כ,1.0,1,C,0.046348624,0.34718657,0.00075302,0.008281076,0.00052710937,0.018040579,0.3291416,0.2455739,2.0700949e-05,0.0010777968,0.00027040797,0.0023986332,0.00038003933
