,index,filename,label,class_encoding,hebrew,weights,prediction,predicted_letter,raw_pred_B,raw_pred_C,raw_pred_D,raw_pred_F,raw_pred_I,raw_pred_L,raw_pred_M,raw_pred_N,raw_pred_R,raw_pred_S,raw_pred_T,raw_pred_W,raw_pred_Z
13,251,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\N\N12.jpg,N,[7],נ,1.0,4,I,0.02171962,3.260705e-07,0.0067363423,0.00036652095,0.73423064,1.1066685e-05,0.041077998,0.0027392206,7.4634613e-06,0.1753673,0.015236032,0.0014281442,0.0010794072
14,291,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R23.jpg,R,[8],ר,1.0,2,D,0.12060917,0.01904534,0.6038895,0.023711706,0.051935676,0.002754278,0.0011479754,0.024485087,0.07929222,0.010075274,0.0008331919,0.05201697,0.0102035655
15,372,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\W\W18.jpg,W,[11],ש,1.0,11,W,0.002855563,6.046014e-06,0.053421192,0.026921231,0.11206348,0.0014191741,1.2811391e-05,3.8039605e-05,0.00043219072,5.3721436e-05,5.447041e-05,0.8023104,0.00041169056
16,226,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\M\M17.jpg,M,[6],מ,1.0,9,S,0.004706327,5.747115e-07,0.014531055,0.002278876,0.18235877,2.3728344e-05,0.26018336,0.03958538,5.1895195e-06,0.48437223,0.009603495,0.00021221626,0.0021387732
17,401,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\Z\Z16.jpg,Z,[12],ז,1.0,2,D,0.0005772588,0.0023508118,0.97306496,0.00030835322,0.0017798339,0.004572459,0.00022687916,0.00020663199,0.00064559845,0.0004855516,3.0633273e-05,0.0014155533,0.014335533
18,143,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\F\F23.jpg,F,[3],ט,1.0,4,I,0.00017705596,0.00050649873,0.014608453,0.012911074,0.65568787,0.27309698,4.918397e-05,7.058594e-05,0.00018672572,0.00043149127,0.0003503863,0.028881839,0.013041905
19,227,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\M\M18.jpg,M,[6],מ,1.0,6,M,0.021784982,2.1170672e-09,0.002807787,0.00014817793,0.03662891,9.074484e-07,0.48226228,0.14561301,8.232001e-08,0.19003467,0.11978652,0.00088772184,4.4960052e-05
20,293,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R25.jpg,R,[8],ר,1.0,2,D,0.016835498,0.00080580957,0.5296604,0.122983165,0.018183174,0.00022002615,0.0015661196,0.029404413,0.017658042,0.0012727218,3.786207e-05,0.26098797,0.00038474696
21,369,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\W\W16.jpeg,W,[11],ש,1.0,11,W,0.23404011,8.140156e-05,0.07323598,0.013849368,0.27432615,0.001953455,0.00077313074,0.00032442654,0.008009314,0.0008744351,0.00028909824,0.39152294,0.00072017685
22,246,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\M\M8.jpg,M,[6],מ,1.0,9,S,0.08163926,0.002746232,0.07826813,0.10180953,0.02174099,0.001245369,0.23226205,0.21653211,9.897989e-05,0.25242844,0.007939431,0.0024807882,0.00080865424
23,61,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C20.jpg,C,[1],כ,1.0,1,C,0.00027343878,0.98236614,0.004187944,0.0012463046,0.0011773364,0.0060559344,6.1737104e-05,0.00036662558,0.00033356433,0.0025668691,0.0003687261,6.933462e-05,0.00092604605
24,309,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S10.jpeg,S,[9],ס,1.0,0,B,0.32339308,3.7382604e-05,0.028930372,0.2094285,0.035044413,3.5733316e-05,0.04919974,0.11882139,0.0001373059,0.08995421,0.0020626828,0.1412344,0.0017208197
25,319,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S2.jpg,S,[9],ס,1.0,2,D,0.061724793,0.01457914,0.6780437,0.050190136,0.121190935,0.000765624,0.0014817471,0.0031051554,0.00023211108,0.05838971,0.006220883,0.0026802586,0.001395847
26,7,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\asl_alphabet_test\N_test.jpg,N,[7],נ,,7,N,0.0049706236,0.005948215,0.020086419,0.016043426,0.022635754,0.2607206,0.23473367,0.26750916,0.016951233,0.106656134,0.012316454,0.0045771333,0.026851147
27,393,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\Z\Z1.jpg,Z,[12],ז,1.0,2,D,7.875373e-05,0.0011908454,0.60313755,0.0070172227,0.002225439,0.08822233,0.0014181357,0.0017059568,0.003674658,0.0013326256,0.0002451228,0.001769523,0.28798187
28,364,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\W\W11.jpg,W,[11],ש,1.0,11,W,0.09395517,3.140369e-05,0.28447983,0.06713826,0.047437746,0.00020610195,0.0026736653,0.024185786,0.0045938008,0.0012201776,0.0037463575,0.47015917,0.00017265236
29,322,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S22.jpg,S,[9],ס,1.0,7,N,0.018563177,3.1894997e-05,0.045381278,0.0017320301,0.11800802,2.2635648e-05,0.07617772,0.44816667,0.0013872954,0.24399033,0.030355629,0.014303879,0.0018794698
30,76,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C39.jpeg,C,[1],כ,1.0,1,C,0.00030777,0.45357653,0.03004811,0.0048941434,0.0048015974,0.4342466,0.00024049339,0.0032308481,0.00459142,0.004656303,0.003329057,0.00016263218,0.055914443
31,15,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\B\B11.jpg,B,[0],ב,1.0,0,B,0.63586015,9.264282e-05,0.02833532,0.112722635,0.11104662,0.0011923884,0.018722199,0.014554235,0.0014220251,0.0036325618,0.016046714,0.056348216,2.426941e-05
32,65,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C25.jpg,C,[1],כ,1.0,1,C,0.00017673081,0.76190245,0.17357217,0.04982162,0.00061451865,0.010337237,9.5247335e-05,0.0019104265,0.00019375794,0.0008181585,4.279897e-05,9.425859e-05,0.0004206224
33,304,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R8.jpeg,R,[8],ר,1.0,2,D,0.1172321,0.0027600601,0.39802486,0.039761398,0.027058024,0.00092105026,0.0066930205,0.031849217,0.14698389,0.0013453178,0.0004187892,0.22621597,0.0007363477
34,341,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T16.jpg,T,[10],ת,1.0,9,S,9.6584336e-05,3.512752e-05,0.0016342491,0.0024734868,0.3815008,0.0002749307,0.0026007297,0.0026538135,4.9858372e-05,0.585607,0.0062562395,4.4403354e-05,0.016772788
35,38,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\B\B3.jpeg,B,[0],ב,1.0,0,B,0.5344426,0.00014045788,0.39657223,0.012059126,0.017495384,1.520975e-05,0.000842976,0.0004936313,0.0033457256,0.0014656453,0.0019300302,0.031054199,0.00014276516
36,307,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R9.jpg,R,[8],ר,1.0,11,W,0.0034454404,0.026018811,0.18554097,0.16177878,0.026890244,0.015071309,0.00012263938,0.0033676897,0.034449182,0.00019322587,1.4064193e-05,0.51084274,0.03226491
37,165,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I16.jpg,I,[4],י,1.0,11,W,0.00059778936,6.25375e-06,0.11388129,0.0048596347,0.053398985,0.001757087,5.0404866e-05,0.0003414209,0.001804825,0.0004516876,0.00030413107,0.41297597,0.40957052
38,93,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D11.jpeg,D,[2],ו,1.0,4,I,0.012016637,5.2062837e-06,0.17566687,0.0025492576,0.76592374,0.0003866938,0.00085043156,0.00084143085,0.0017270293,0.00021559608,0.00077831285,0.01735705,0.021681756
39,347,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T22.jpg,T,[10],ת,1.0,7,N,0.027198935,0.00041264223,0.10384131,0.016996564,0.039582033,0.00083189097,0.24783088,0.3922613,0.00080225087,0.14154433,0.009145301,0.010011967,0.009540667
40,159,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I10.jpeg,I,[4],י,1.0,11,W,0.17211266,2.7397165e-05,0.24493039,0.049082268,0.09697566,2.6456897e-05,0.0038437045,0.045404244,0.0030638808,0.033505425,0.0030191198,0.33172873,0.0162801
41,198,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L2.jpeg,L,[5],ל,1.0,5,L,2.712593e-05,0.0137876645,0.013923414,0.0071589015,0.24146642,0.67689455,6.138417e-05,7.670497e-05,0.003664843,0.00051491027,0.0001639481,0.0064299577,0.03583023
42,118,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D3.jpeg,D,[2],ו,1.0,2,D,0.047104456,0.00090418383,0.53513193,0.013336973,0.021707447,0.001146362,0.001271035,0.006964837,0.03829683,0.0008058852,4.0459607e-05,0.32426375,0.009025852
43,348,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T23.jpg,T,[10],ת,1.0,0,B,0.41353595,0.00013471223,0.043596283,0.020960325,0.25067413,0.00021578379,0.028295675,0.08341458,0.00012833017,0.13218324,0.009405378,0.01626465,0.0011909341
44,158,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I1.jpg,I,[4],י,1.0,2,D,0.0020244352,0.00062104117,0.40303847,0.014501963,0.32779956,0.109093964,0.00091782305,0.0015515786,0.0022008142,0.006583015,0.0031224857,0.096418254,0.03212669
45,320,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S20.jpg,S,[9],ס,1.0,7,N,0.044682212,5.101477e-06,0.01912889,0.010470592,0.0154399825,3.3132371e-06,0.23071173,0.47355792,3.850145e-05,0.1910202,0.0117962565,0.0028631368,0.00028208602
46,20,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\B\B14.jpg,B,[0],ב,1.0,3,F,0.2102838,0.00024622277,0.111936055,0.26672968,0.03325203,0.012934186,0.028252864,0.11641628,0.0015807407,0.0057164435,0.009302183,0.20260955,0.000739948
47,395,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\Z\Z11.jpeg,Z,[12],ז,1.0,2,D,0.003077765,0.17252079,0.67323315,0.00096927444,0.029389588,0.02760932,0.034771726,0.021675413,0.017910695,0.002348433,0.0005520624,0.0019416795,0.014000098
48,266,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\N\N5.jpg,N,[7],נ,1.0,4,I,0.05998156,8.502262e-05,0.21931875,0.07200735,0.36864004,0.0015336047,0.027269935,0.018229706,0.0037399018,0.10543804,0.10025968,0.022798935,0.0006974464
49,114,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D24.jpg,D,[2],ו,1.0,4,I,0.0899809,0.0016549798,0.14620344,0.011508047,0.2938118,0.1561454,0.012751561,0.007089942,0.011416035,0.002491744,0.0025415884,0.23849462,0.02590997
50,239,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\M\M4.jpg,M,[6],מ,1.0,2,D,0.13728856,0.00039284938,0.16628034,0.12898453,0.11128825,0.0016375064,0.14775752,0.10126603,0.0005155978,0.08606436,0.081366494,0.036914628,0.00024330078
51,242,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\M\M6.jpg,M,[6],מ,1.0,9,S,0.0047237505,0.00014313261,0.032412123,0.021500813,0.20176183,0.0013331067,0.17501251,0.04387161,0.0011687708,0.43608877,0.08041773,0.00010484156,0.0014610438
52,123,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D7.jpg,D,[2],ו,1.0,2,D,0.0012112396,0.12613155,0.57913995,0.007408118,0.016734987,0.1518895,0.000100355595,0.004607901,0.057447843,0.00011166195,2.5865094e-05,0.040325217,0.014865703
53,8,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\asl_alphabet_test\R_test.jpg,R,[8],ר,,8,R,0.007992856,0.0003373009,0.016991204,0.013574839,0.054392774,0.009950243,0.00021793971,0.00045321585,0.49919045,0.0039808895,0.016139578,0.34923562,0.027543118
54,302,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R7.jpeg,R,[8],ר,1.0,2,D,0.04472538,0.0017498091,0.2816177,0.13225408,0.049807265,0.0012626171,0.00021421288,0.0029926884,0.24486212,4.1572628e-05,8.94502e-05,0.23659822,0.0037848812
55,106,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D18.jpg,D,[2],ו,1.0,2,D,0.014243962,0.0004031121,0.43298048,0.07078167,0.20822002,0.0033081758,0.0008933787,0.0044243573,0.006634426,0.0013720478,0.0001891584,0.2452868,0.0112624625
56,149,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\F\F5.jpg,F,[3],ט,1.0,3,F,0.06862961,9.8340366e-05,0.027073795,0.58237636,0.00571244,0.011947875,0.0024215078,0.010874696,0.004682637,0.002979666,0.073731266,0.20929965,0.00017213047
57,371,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\W\W17.jpg,W,[11],ש,1.0,11,W,0.25783902,1.9822323e-06,0.2686839,0.027246958,0.029056387,0.00011853587,0.00058706466,0.0012877794,4.3603915e-05,0.00039698562,0.0006573365,0.41377175,0.00030870308
58,120,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D4.jpg,D,[2],ו,1.0,2,D,0.03980973,0.004740615,0.4036678,0.1039176,0.11560276,0.003436627,0.09475008,0.09883782,0.026319161,0.08620834,0.004941023,0.016652163,0.001116291
59,137,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\F\F19.jpg,F,[3],ט,1.0,3,F,0.044943355,9.4795265e-05,0.0544929,0.67127925,0.007693399,0.0023586296,7.229147e-05,0.00074003596,4.145882e-05,0.00019554171,0.00049146294,0.21751864,7.8240904e-05
60,329,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S6.jpeg,S,[9],ס,1.0,4,I,0.039577138,2.4985075e-05,0.17780884,0.017150855,0.4158681,0.00010285767,0.016555773,0.014810059,0.00015395178,0.10098365,0.212182,0.0028204436,0.0019613416
61,327,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\S\S4.jpg,S,[9],ס,1.0,2,D,0.10663358,0.00030601918,0.74684775,0.003569439,0.054331407,0.00171266,0.008154498,0.0014604861,0.00035665158,0.029819058,0.044860616,0.0007866182,0.001161199
62,75,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C38.jpeg,C,[1],כ,1.0,2,D,0.0050147153,0.29154098,0.50264484,0.13116387,0.007928555,0.0006097151,0.002855363,0.043427106,0.010658499,0.0031694097,1.0027942e-05,0.0003932238,0.0005836888
63,360,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T9.jpeg,T,[10],ת,1.0,0,B,0.6126152,2.6965838e-06,0.09719966,0.023478094,0.20294556,7.440687e-06,0.0080248425,0.0033154143,0.0009000717,0.017206265,0.014535512,0.017802158,0.0019670776
64,396,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\Z\Z11.jpg,Z,[12],ז,1.0,2,D,0.0015708097,0.008351686,0.54035044,0.00248467,0.13148592,0.006965492,0.011481048,0.012561685,0.13085073,0.026957104,0.0038796817,0.0041047204,0.118955955
65,170,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I2.jpg,I,[4],י,1.0,2,D,0.0007951709,0.0016209055,0.86021626,0.08289556,0.042344004,0.0033983067,0.00017433977,0.0010072961,3.4164572e-05,0.002234278,0.00018989868,0.0036847736,0.0014050875
66,66,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C26.jpg,C,[1],כ,1.0,1,C,0.00072592875,0.83590555,0.086823985,0.017898723,0.004927186,0.004851921,0.00011746971,0.00422453,0.0014488774,0.0013841426,1.8113136e-05,0.0013344941,0.040339194
67,1,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\asl_alphabet_test\C_test.jpg,C,[1],כ,,1,C,1.228215e-06,0.9999566,2.6035545e-05,5.8721986e-07,1.01845664e-07,1.0239983e-05,5.6785094e-08,2.6555887e-07,1.916075e-07,1.8734339e-07,8.557213e-08,5.553316e-09,4.4948056e-06
68,12,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\asl_alphabet_test\Z_test.jpg,Z,[12],ז,,12,Z,6.968438e-05,5.9806366e-06,0.01594147,0.00029413283,0.099244095,0.006481049,1.4778084e-05,6.1143064e-06,0.045741133,0.00023126096,0.0021797374,0.017284898,0.8125057
69,334,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T1.jpg,T,[10],ת,1.0,2,D,0.009836601,0.00017485343,0.4296655,0.07636307,0.24772677,0.038723867,0.0040328973,0.016728574,0.00011333409,0.042081166,0.053826313,0.05506338,0.025663711
70,200,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L20.jpg,L,[5],ל,1.0,2,D,0.00023621094,0.3562546,0.3648982,0.005765041,0.06191319,0.029852536,0.0037538833,0.0024183732,0.006773937,0.050987657,0.003902896,0.0004317093,0.11281179
71,287,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\R\R2.jpeg,R,[8],ר,1.0,8,R,0.0020901973,0.002944936,0.039510194,0.0027402362,0.34093252,0.0019129695,0.0011016455,0.001568958,0.60130435,0.00055654504,0.00090818404,0.003980326,0.000449017
72,160,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I10.jpg,I,[4],י,1.0,2,D,0.015212534,0.009699824,0.46028203,0.22526924,0.0501514,0.012453158,0.0048743067,0.0048700757,0.002314311,0.0011829692,0.000118558666,0.2117016,0.001870028
73,211,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L7.jpeg,L,[5],ל,1.0,5,L,0.0006083549,0.06783472,0.11409761,0.0075243227,0.036520485,0.74198586,0.0029646829,0.0019235482,0.02151494,0.0007183783,0.0015606296,0.0006861223,0.0020603829
74,215,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L9.jpg,L,[5],ל,1.0,5,L,0.00032168152,0.010787737,0.18589295,0.019035164,0.04652316,0.61540025,0.024883116,0.027489461,0.008502977,0.007130371,0.02761425,0.0022401002,0.024178829
75,346,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\T\T21.jpg,T,[10],ת,1.0,4,I,0.091241665,0.00011798734,0.089588255,0.0015320521,0.5209017,2.5059364e-05,0.12692156,0.0035761427,0.000105326624,0.14698337,0.01230468,0.005880999,0.0008211342
76,152,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\F\F7.jpg,F,[3],ט,1.0,3,F,0.09574977,0.0007003872,0.11331358,0.5374348,0.015090118,0.023219751,0.02505839,0.09673525,0.0004807907,0.03979459,0.045328688,0.006993006,0.000100801706
77,14,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\B\B10.jpg,B,[0],ב,1.0,0,B,0.39958635,9.962054e-05,0.046352282,0.16121313,0.19572493,0.0018233276,0.117927305,0.032990344,0.0011687328,0.018950611,0.018583102,0.0055309,4.9368584e-05
78,205,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\L\L4.jpeg,L,[5],ל,1.0,2,D,0.00038581574,0.0027686732,0.52929294,0.0007113356,0.0076530213,0.43699813,0.0004701787,0.00014444342,0.0053366837,1.5706444e-05,6.0374092e-05,0.009954644,0.00620796
79,179,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\I\I7.jpeg,I,[4],י,1.0,7,N,0.013604024,0.038053297,0.10692504,0.014828063,0.23567335,0.009927454,0.025199926,0.32105792,0.05362798,0.09802429,0.0069172075,0.0071080276,0.06905346
80,104,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\D\D17.jpg,D,[2],ו,1.0,2,D,0.0068383026,0.001168553,0.80063415,0.044905122,0.06396877,0.006403735,0.000687314,0.0009636785,0.006840784,0.00010623016,8.5308975e-06,0.061806113,0.0056688134
81,250,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\N\N11.jpg,N,[7],נ,1.0,6,M,0.041399263,1.6862086e-05,0.009453078,0.04670494,0.0104711745,0.00017398532,0.42184117,0.42081136,0.00013693288,0.03290037,0.011350583,0.004485235,0.000255025
82,87,C:\Users\40gil\Desktop\final_project\tensor_training\processed_images\firstCut_noZevel\hebrew_to_english\C\C8.jpg,C,[1],כ,1.0,1,C,0.087597035,0.34707946,0.021505537,0.08641714,0.0012134897,0.09423805,0.11900848,0.23103434,0.00043619974,0.00872566,0.00093692733,0.0006808631,0.0011267762
